"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2015-01-06'";"2015-01-06 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 2801 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3002 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"980000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3201 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"1003600.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3202 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"1000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3401 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"1020000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3501 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-11'";"2015-03-11 00:00:00";"997000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3502 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"206,25";"206,25";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"990000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua arlindo gouveia'";"145""";"";"'apto 3601 bloco b- maria da glória'";"'Madalena'";"";"4993,3";"208,76";"208,76";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-24'";"2015-04-24 00:00:00";"390000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"171""";"";"'apto 302 edf alfredo aguiar'";"'Madalena'";"";"883,24";"126,08";"126,08";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 101 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 101 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-12'";"2015-11-12 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 203 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-25'";"2015-08-25 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 301 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-19'";"2015-05-19 00:00:00";"490000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 604 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-02'";"2015-09-02 00:00:00";"490000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 1301 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"497350.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua antonio camilo dias'";"25""";"";"'apto 1604 edf benfica prince'";"'Madalena'";"";"1287,73";"107,2";"107,2";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-26'";"2015-03-26 00:00:00";"360000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua benfica'";"748""";"";"'apto 0702 edf bourbon'";"'Madalena'";"";"648,94";"123,46";"123,46";"1984""";"''";"''";"'CONCLUIDO'"
"'2015-05-14'";"2015-05-14 00:00:00";"420000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 3004 bloco b - maria lara'";"'Madalena'";"";"4998,6";"107,22";"107,22";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"390000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 2104 bloco b - maria lara'";"'Madalena'";"";"4998,6";"107,22";"107,22";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-09'";"2015-02-09 00:00:00";"495378.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 101 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-16'";"2015-01-16 00:00:00";"493775.35";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 103 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-10'";"2015-03-10 00:00:00";"485000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 201 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-05'";"2015-02-05 00:00:00";"519000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 202 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-12'";"2015-08-12 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 203 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-04'";"2015-02-04 00:00:00";"496000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 301 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-15'";"2015-04-15 00:00:00";"494000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 302 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-26'";"2015-02-26 00:00:00";"485000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 303 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-23'";"2015-01-23 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 401 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-23'";"2015-04-23 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 404 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 501 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 502 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-31'";"2015-03-31 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 502 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-07'";"2015-05-07 00:00:00";"496000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 503 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"496000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 504 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-17'";"2015-07-17 00:00:00";"525000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 601 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-02'";"2015-06-02 00:00:00";"13775.35";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 403 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-29'";"2015-01-29 00:00:00";"495378.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 701 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-15'";"2015-01-15 00:00:00";"493775.35";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 702 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-27'";"2015-01-27 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 703 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-27'";"2015-02-27 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 602 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-15'";"2015-01-15 00:00:00";"493775.35";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 603 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-21'";"2015-08-21 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 604 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-23'";"2015-09-23 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 604 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-23'";"2015-01-23 00:00:00";"518000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 704 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 801 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-06'";"2015-03-06 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 802 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"530000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 804 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-27'";"2015-08-27 00:00:00";"560000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 901 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-23'";"2015-01-23 00:00:00";"525000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 902 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-27'";"2015-08-27 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1003 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-06'";"2015-03-06 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1003 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-04'";"2015-08-04 00:00:00";"578300.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 903 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"497000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 904 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-07'";"2015-01-07 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1001 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-29'";"2015-01-29 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1101 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-31'";"2015-03-31 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1102 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"495000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1103 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-23'";"2015-02-23 00:00:00";"490000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1201 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-15'";"2015-10-15 00:00:00";"536088.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1201 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-27'";"2015-02-27 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1202 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-05'";"2015-02-05 00:00:00";"494000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1203 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"530000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1204 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1304 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-27'";"2015-04-27 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1304 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"505000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1401 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-30'";"2015-03-30 00:00:00";"493775.35";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1402 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1302 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-25'";"2015-06-25 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1303 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-16'";"2015-06-16 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1403 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-30'";"2015-01-30 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1404 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-22'";"2015-04-22 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1501 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-28'";"2015-04-28 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1502 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-31'";"2015-03-31 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1503 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-21'";"2015-05-21 00:00:00";"490000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1504 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-09'";"2015-07-09 00:00:00";"560000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1602 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-08'";"2015-04-08 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1603 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-30'";"2015-04-30 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1604 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-05'";"2015-08-05 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1604 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1701 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-10'";"2015-04-10 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1702 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-03'";"2015-03-03 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1703 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-06'";"2015-02-06 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1704 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-26'";"2015-03-26 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1801 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-14'";"2015-01-14 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1802 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-16'";"2015-04-16 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1803 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-24'";"2015-02-24 00:00:00";"520000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1804 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-23'";"2015-01-23 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1901 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-09'";"2015-01-09 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1902 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-03-10'";"2015-03-10 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 1904 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-07'";"2015-01-07 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 2001 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,68";"141,68";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-02'";"2015-01-02 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 2103 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-06-03'";"2015-06-03 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua democrito de souza filho'";"156""";"";"'apto 2103 bloco a - maria lina'";"'Madalena'";"";"4998,6";"141,19";"141,19";"2013""";"''";"''";"'CONCLUIDO'"
