data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
2020/03/11 00:00:00;;80000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida LAGEADO';1256;'70';;'PETROPOLIS';90460110;0.00;23.55;16.19;2015;'200256';'1';'Reestimada'
2020/07/17 00:00:00;2020/10/01 00:00:00;50000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Rua ENG ALVARO NUNES PEREIRA';340;'614';'Bloco B';'MOINHOS VENTO';90570110;0.00;17.35;14.58;1977;'10289';'1';'Impressa'
2020/07/17 00:00:00;2020/09/30 00:00:00;1685000.00;100.00;'RESIDENCIA ISOLADA';'Rua CEL ARMANDO ASSIS';20;;;'TRES FIGUEIRAS';91330010;375.20;204.00;204.00;;'96753';'4';'Impressa'
2020/07/17 00:00:00;2020/10/01 00:00:00;802000.00;100.00;'APARTAMENTO';'Rua ENG ALVARO NUNES PEREIRA';340;'1006';'Bloco B';'MOINHOS VENTO';90570110;0.00;183.62;133.06;1977;'10256';'1';'Impressa'
2020/07/07 00:00:00;2020/10/06 00:00:00;2800000.00;100.00;'RESIDENCIA ISOLADA';'Rua SANTO INACIO';96;'96';;'MOINHOS VENTO';90570150;575.00;316.00;316.00;2013;'100026';'1';'Impressa'
2020/07/07 00:00:00;;3700000.00;100.00;'RESIDENCIA ISOLADA';'Rua LUCIANA DE ABREU';151;'151';;'MOINHOS VENTO';90570060;696.08;573.00;573.00;1989;'47190';'1';'Reestimada'
2020/11/04 00:00:00;;355000.00;100.00;'APARTAMENTO';'Avenida BORGES DE MEDEIROS';2145;'1408';;'PRAIA DE BELAS';90020020;0.00;88.93;27.65;2003;'26007';'5';'Lançada'
2020/08/24 00:00:00;;885000.00;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'31';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'12410';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA TERREA EM EDIFICIO';'Rua VOLUNTARIOS DA PATRIA';70;'33';;'CENTRO HISTORIC';90230010;0.00;52.76;44.28;1972;'12411';'1';'Reestimada'
2020/08/24 00:00:00;;1805000.00;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'4';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'19347';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'12';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'2570';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'5';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'12409';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'2';;'CENTRO HISTORIC';90230010;0.00;58.10;47.91;1972;'19346';'1';'Reestimada'
2020/08/24 00:00:00;;1750000.00;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'26';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'16755';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'20';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'16753';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'14';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'2571';'1';'Reestimada'
2020/08/24 00:00:00;;;100.00;'LOJA EM GALERIA';'Rua VOLUNTARIOS DA PATRIA';70;'22';;'CENTRO HISTORIC';90230010;0.00;51.60;43.23;1972;'16754';'1';'Reestimada'
